"","X","Species","Latitude","Longitude","Oiling","Condition","BirdCount","Date_","Oil_Cond","Date","week.number","Alive","Common","Family","Quarter"
"737",737,"Brown Pelican",30.50762,-88.05302,"Not Visibly Oiled","Dead",1,"2010-08-20",3,2010-08-20,34,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"739",739,"Brown Pelican",29.37303,-89.78423,"Not Visibly Oiled","Dead",1,"2010-08-06",3,2010-08-06,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"740",740,"Brown Pelican",29.34116,-89.86791,"Unknown","Dead",1,"2010-06-13",5,2010-06-13,24,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"741",741,"Brown Pelican",30.04206,-85.5808,"Not Visibly Oiled","Dead",1,"2010-05-20",3,2010-05-20,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"742",742,"Brown Pelican",29.21007,-89.0302,"Unknown","Dead",1,"2010-05-19",5,2010-05-19,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"743",743,"Brown Pelican",29.34593,-89.8677,"Unknown","Dead",1,"2010-06-08",5,2010-06-08,24,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"746",746,"Brown Pelican",29.10257,-89.06643,"Unknown","Dead",1,"2010-05-28",5,2010-05-28,22,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"747",747,"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,"2010-06-20",4,2010-06-20,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"748",748,"Brown Pelican",28.98405,-89.39131,"Not Visibly Oiled","Dead",1,"2010-08-02",3,2010-08-02,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"749",749,"Brown Pelican",29.44474,-90.0108,"Not Visibly Oiled","Dead",1,"2010-08-31",3,2010-08-31,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"750",750,"Brown Pelican",29.35154,-89.86176,"Not Visibly Oiled","Dead",1,"2010-08-30",3,2010-08-30,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"751",751,"Brown Pelican",30.3694,-88.185,"Not Visibly Oiled","Dead",1,"2010-08-13",3,2010-08-13,33,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"752",752,"Brown Pelican",29.92633,-89.28105,"Visibly Oiled","Dead",1,"2010-09-04",4,2010-09-04,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"754",754,"Brown Pelican",29.30563,-89.9178,"Visibly Oiled","Dead",1,"2010-08-04",4,2010-08-04,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"756",756,"Brown Pelican",29.30427,-89.96219,"Not Visibly Oiled","Dead",1,"2010-08-06",3,2010-08-06,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"757",757,"Brown Pelican",29.01911,-89.13892,"Unknown","Dead",1,"2010-05-21",5,2010-05-21,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"758",758,"Brown Pelican",29.06846,-90.33543,"Unknown","Dead",1,"2010-05-26",5,2010-05-26,22,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"759",759,"Brown Pelican",29.01911,-89.13892,"Unknown","Dead",1,"2010-05-21",5,2010-05-21,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"761",761,"Brown Pelican",29.01911,-89.13892,"Unknown","Dead",1,"2010-05-21",5,2010-05-21,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"764",764,"Brown Pelican",29.30451,-89.95958,"Visibly Oiled","Dead",1,"2010-09-12",4,2010-09-12,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"765",765,"Brown Pelican",29.39333,-89.26395,"Visibly Oiled","Dead",1,"2010-06-08",4,2010-06-08,24,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"766",766,"Brown Pelican",30.5978,-88.0265,"Visibly Oiled","Dead",1,"2010-08-21",4,2010-08-21,34,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"767",767,"Brown Pelican",29.31912,-89.54057,"Visibly Oiled","Dead",1,"2010-08-21",4,2010-08-21,34,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"768",768,"Brown Pelican",30.50127,-88.04937,"Not Visibly Oiled","Dead",1,"2010-09-06",3,2010-09-06,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"769",769,"Brown Pelican",29.2288,-89.9976,"Not Visibly Oiled","Dead",1,"2010-09-17",3,2010-09-17,38,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"772",772,"Brown Pelican",30.49842,-88.09072,"Visibly Oiled","Dead",1,"2010-08-05",4,2010-08-05,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"773",773,"Brown Pelican",29.01833,-89.24667,"Unknown","Dead",1,"2010-07-05",5,2010-07-05,28,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"775",775,"Brown Pelican",30.36072,-88.64552,"Not Visibly Oiled","Dead",1,"2010-09-11",3,2010-09-11,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"776",776,"Brown Pelican",30.46,-88.01836,"Visibly Oiled","Dead",1,"2010-08-24",4,2010-08-24,35,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"777",777,"Brown Pelican",29.12906,-90.17854,"Not Visibly Oiled","Dead",1,"2010-08-24",3,2010-08-24,35,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"778",778,"Brown Pelican",29.37256,-89.89343,"Unknown","Dead",1,"2010-09-03",5,2010-09-03,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"780",780,"Brown Pelican",29.0238,-89.30978,"Unknown","Dead",1,"2010-05-13",5,2010-05-13,20,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"782",782,"Brown Pelican",29.98701,-89.15601,"Unknown","Dead",1,"2010-05-22",5,2010-05-22,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"784",784,"Brown Pelican",30.49342,-88.02354,"Not Visibly Oiled","Dead",1,"2010-08-21",3,2010-08-21,34,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"786",786,"Brown Pelican",29.2935,-89.6702,"Unknown","Dead",1,"2010-06-04",5,2010-06-04,23,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"787",787,"Brown Pelican",28.96064,-89.37033,"Unknown","Dead",1,"2010-05-24",5,2010-05-24,22,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"792",792,"Brown Pelican",30.06,-89.18175,"Unknown","Dead",1,"2010-09-08",5,2010-09-08,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"794",794,"Brown Pelican",29.30451,-89.95958,"Visibly Oiled","Dead",1,"2010-09-12",4,2010-09-12,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"795",795,"Brown Pelican",28.98914,-89.1493,"Visibly Oiled","Dead",1,"2010-06-24",4,2010-06-24,26,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"796",796,"Brown Pelican",30.24212,-88.8792,"Not Visibly Oiled","Dead",1,"2010-05-20",3,2010-05-20,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"798",798,"Brown Pelican",28.9998,-89.3384,"Unknown","Dead",1,"2010-06-29",5,2010-06-29,27,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"801",801,"Brown Pelican",29.30451,-89.95958,"Visibly Oiled","Dead",1,"2010-09-12",4,2010-09-12,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"802",802,"Brown Pelican",29.3645,-89.8657,"Visibly Oiled","Dead",1,"2010-06-21",4,2010-06-21,26,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"807",807,"Brown Pelican",30.5015,-88.04608,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"809",809,"Brown Pelican",30.49511,-88.02384,"Not Visibly Oiled","Dead",1,"2010-08-31",3,2010-08-31,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"812",812,"Brown Pelican",30.255,-88.7368,"Not Visibly Oiled","Dead",1,"2010-06-16",3,2010-06-16,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"814",814,"Brown Pelican",30.29951,-88.58949,"Not Visibly Oiled","Dead",1,"2010-09-08",3,2010-09-08,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"815",815,"Brown Pelican",28.0122,-88.00595,"Unknown","Dead",1,"2010-05-22",5,2010-05-22,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"816",816,"Brown Pelican",29.20696,-89.03378,"Unknown","Dead",1,"2010-05-31",5,2010-05-31,23,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"818",818,"Brown Pelican",29.09431,-90.24782,"Unknown","Dead",1,"2010-09-04",5,2010-09-04,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"820",820,"Brown Pelican",30.20901,-88.95612,"Not Visibly Oiled","Dead",1,"2010-09-02",3,2010-09-02,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"823",823,"Brown Pelican",29.3045,-89.95958,"Unknown","Dead",1,"2010-09-11",5,2010-09-11,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"824",824,"Brown Pelican",29.21007,-89.0302,"Unknown","Dead",1,"2010-05-19",5,2010-05-19,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"825",825,"Brown Pelican",29.15863,-89.57794,"Unknown","Dead",1,"2010-05-08",5,2010-05-08,19,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"826",826,"Brown Pelican",30.01986,-89.1114,"Visibly Oiled","Dead",1,"2010-07-02",4,2010-07-02,27,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"827",827,"Brown Pelican",29.04579,-90.75378,"Not Visibly Oiled","Dead",1,"2010-09-20",3,2010-09-20,39,0,"Pelicans","Pelecanidae","09-20-2010 to 10-18-210"
"829",829,"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,"2010-06-20",4,2010-06-20,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"830",830,"Brown Pelican",30.4125,-89.53758,"Unknown","Dead",1,"2010-07-04",5,2010-07-04,27,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"832",832,"Brown Pelican",29.01915,-89.13853,"Not Visibly Oiled","Dead",1,"2010-08-24",3,2010-08-24,35,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"833",833,"Brown Pelican",28.98889,-89.15108,"Not Visibly Oiled","Dead",1,"2010-06-24",3,2010-06-24,26,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"836",836,"Brown Pelican",30.17714,-85.73468,"Not Visibly Oiled","Dead",1,"2010-08-03",3,2010-08-03,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"837",837,"Brown Pelican",29.30669,-89.95793,"Not Visibly Oiled","Dead",1,"2010-08-25",3,2010-08-25,35,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"839",839,"Brown Pelican",29.01911,-89.13892,"Unknown","Dead",1,"2010-05-21",5,2010-05-21,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"840",840,"Brown Pelican",29.29414,-89.68152,"Visibly Oiled","Dead",1,"2010-09-09",4,2010-09-09,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"841",841,"Brown Pelican",29.30451,-89.95958,"Visibly Oiled","Dead",1,"2010-09-12",4,2010-09-12,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"843",843,"Brown Pelican",29.30451,-89.95958,"Visibly Oiled","Dead",1,"2010-09-12",4,2010-09-12,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"845",845,"Brown Pelican",29.10147,-90.0517,"Visibly Oiled","Dead",1,"2010-06-12",4,2010-06-12,24,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"846",846,"Brown Pelican",30.2096,-88.9815,"Visibly Oiled","Dead",1,"2010-09-04",4,2010-09-04,36,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"848",848,"Brown Pelican",29.2994,-89.70208,"Not Visibly Oiled","Dead",1,"2010-07-19",3,2010-07-19,30,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"849",849,"Brown Pelican",29.6143,-85.08297,"Not Visibly Oiled","Dead",1,"2010-06-03",3,2010-06-03,23,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"852",852,"Brown Pelican",28.9493,-89.41013,"Not Visibly Oiled","Dead",1,"2010-06-20",3,2010-06-20,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"853",853,"Brown Pelican",30.51028,-88.04945,"Not Visibly Oiled","Dead",1,"2010-09-07",3,2010-09-07,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"854",854,"Brown Pelican",29.76869,-93.43055,"Not Visibly Oiled","Dead",1,"2010-07-22",3,2010-07-22,30,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"855",855,"Brown Pelican",30.255,-88.7368,"Not Visibly Oiled","Dead",1,"2010-06-16",3,2010-06-16,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"856",856,"Brown Pelican",29.30168,-89.96355,"Unknown","Dead",1,"2010-08-25",5,2010-08-25,35,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"857",857,"Brown Pelican",30.35798,-86.99538,"Visibly Oiled","Dead",1,"2010-07-11",4,2010-07-11,28,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
"859",859,"Brown Pelican",29.16529,-89.28072,"Unknown","Dead",1,"2010-05-11",5,2010-05-11,20,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"861",861,"Brown Pelican",30.5002,-88.04517,"Not Visibly Oiled","Dead",1,"2010-09-12",3,2010-09-12,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"862",862,"Brown Pelican",29.76848,-93.42181,"Not Visibly Oiled","Dead",1,"2010-08-13",3,2010-08-13,33,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"863",863,"Brown Pelican",29.21007,-89.0302,"Unknown","Dead",1,"2010-05-19",5,2010-05-19,21,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"864",864,"Brown Pelican",29.3045,-89.95958,"Unknown","Dead",1,"2010-09-11",5,2010-09-11,37,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"868",868,"Brown Pelican",30.16994,-87.53916,"Not Visibly Oiled","Dead",1,"2010-08-25",3,2010-08-25,35,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"869",869,"Brown Pelican",29.49588,-90.11078,"Visibly Oiled","Dead",1,"2010-06-04",4,2010-06-04,23,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"870",870,"Brown Pelican",29.30371,-89.9646,"Visibly Oiled","Dead",1,"2010-06-20",4,2010-06-20,25,0,"Pelicans","Pelecanidae","05-05-2010 to 06-20-2010"
"872",872,"Brown Pelican",30.32143,-87.31915,"Not Visibly Oiled","Dead",1,"2010-08-07",3,2010-08-07,32,0,"Pelicans","Pelecanidae","08-02-2010 to 09-19-2010"
"875",875,"Brown Pelican",30.06243,-89.18073,"Not Visibly Oiled","Dead",1,"2010-07-08",3,2010-07-08,28,0,"Pelicans","Pelecanidae","06-21-2010 to 08-01-2010"
